id,country,lat,lon,elev,SOC_pct,A_control,B_gain,C_base,ceiling,k_perkgN,citation
Nig_Giw_Maiz_2015_N,Nigeria,11.094278,7.539628,700,-9,3.655,0.347,0.1,4.002,2.3025850929940455,"Serme, I., B. Tarfa, K. Ouattara, C.S. Wortmann. 2019. Maize"
Ken_Kan_Maiz_2015_N,Kenya,-0.903735,37.056483,1550,-9,3.525,0.778,0.988,4.303,0.012072581234269249,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Ken_Kan_Maiz_2015_N,Kenya,-0.903735,37.056483,1550,-9,4.125,1.547,0.981,5.672,0.019182819416773987,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Ken_Mac_Maiz_2015_N,Kenya,-1.539,37.252,1585,-9,0.844,0.461,0.905,1.305,0.0998203352822109,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Ken_Kan_Maiz_2015_N,Kenya,-0.465,37.719,1125,-9,4.341,0.473,0.75,4.814,0.2876820724517809,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Ken_Kan_i-bMaiz_2015_N,Kenya,-0.903735,37.056483,1550,-9,2.612,0.841,0.971,3.4530000000000003,0.029428810690812168,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Ken_Kan_i-bMaiz_2015_N,Kenya,-0.903735,37.056483,1550,-9,3.082,0.301,0.97,3.383,0.030459207484708574,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Ken_Mac_i-bMaiz_2015_N,Kenya,-1.539,37.252,1585,-9,0.924,0.454,0.97,1.3780000000000001,0.030459207484708574,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Ken_Emb_i-bMaiz_2015_N,Kenya,-0.4938,37.452,1500,-9,4.103,0.01,0.75,4.1129999999999995,0.2876820724517809,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Ken_Kan_i-bMaiz_2015_N,Kenya,-0.903735,37.056483,1550,-9,1.458,-1.129,0.9,0.32899999999999996,0.10536051565782628,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Ken_Kan_i-bMaiz_2015_N,Kenya,-0.903735,37.056483,1550,-9,3.459,-0.49,0.9,2.9690000000000003,0.10536051565782628,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Ken_Mac_i-bMaiz_2015_N,Kenya,-1.539,37.252,1585,-9,0.837,-0.171,0.9,0.6659999999999999,0.10536051565782628,"Wortmann, C., C. Senkoro, A.R. Cyamweshi, C. Kibunja, D. Nko"
Ken_Kan_i-mBean_2015_N,Kenya,-0.465,37.719,1125,-9,0.207,0.163,0.971,0.37,0.029428810690812168,"Kaizzi, C.K., R.A. Cyamweshi, C.N. Kibunja, C. Senkoro, D. N"
Ken_Mac_i-mBean_2015_N,Kenya,-1.539,37.252,1585,-9,0.905,0.725,0.8,1.63,0.2231435513142097,"Kaizzi, C.K., R.A. Cyamweshi, C.N. Kibunja, C. Senkoro, D. N"
Ken_Mac_i-mBean_2015_N,Kenya,-1.539,37.252,1585,-9,0.848,0.51,0.8,1.358,0.2231435513142097,"Kaizzi, C.K., R.A. Cyamweshi, C.N. Kibunja, C. Senkoro, D. N"
Ken_Mac_i-mBean_2015_N,Kenya,-1.539,37.252,1585,-9,0.704,-0.042,0.9,0.6619999999999999,0.10536051565782628,"Kaizzi, C.K., R.A. Cyamweshi, C.N. Kibunja, C. Senkoro, D. N"
Ken_Kan_i-mBean_2015_N,Kenya,-0.903735,37.056483,1550,-9,0.318,0.047,0.905,0.365,0.0998203352822109,"Kaizzi, C.K., R.A. Cyamweshi, C.N. Kibunja, C. Senkoro, D. N"
Ken_Kan_i-mBean_2015_N,Kenya,-0.465,37.719,1125,-9,0.161,-0.067,0.9,0.094,0.10536051565782628,"Kaizzi, C.K., R.A. Cyamweshi, C.N. Kibunja, C. Senkoro, D. N"
Ken_Mac_i-mBean_2015_N,Kenya,-1.539,37.252,1585,-9,0.592,-0.324,0.9,0.26799999999999996,0.10536051565782628,"Kaizzi, C.K., R.A. Cyamweshi, C.N. Kibunja, C. Senkoro, D. N"
Moz_Gur_Maiz_2015_N,Mozambique,-15.7,36.804722,580,-9,1.538,-0.013,0.9,1.5250000000000001,0.10536051565782628,OFRA
Moz_Gur_Maiz_2015_N,Mozambique,-15.7,36.804722,580,-9,3.013,0.129,0.88,3.142,0.12783337150988489,OFRA
Moz_Gur_Maiz_2015_N,Mozambique ,-15.7,36.804722,580,-9,3.258,0.492,0.8,3.75,0.2231435513142097,OFRA
Moz_Mal_Maiz_2015_N,Mozambique,-14.751,37.44,580,-9,3.906,0.972,0.8,4.878,0.2231435513142097,OFRA
Moz_Gur_Maiz_2015_N,Mozambique,-15.7,36.804722,580,-9,7.808,1.392,0.937,9.2,0.0650719967437148,OFRA
Moz_Gur_Maiz_2015_N,Mozambique,-15.7,36.804722,580,-9,1.644,-0.022,0.9,1.6219999999999999,0.10536051565782628,OFRA
Tan_Uyo_Maiz_2014_N,Tanzania,-8.917,33.52,1780,1.75,3.633,2.133,0.99,5.766,0.01005033585350145,Jinsen Zheng . William N. Mmari . Tomohiro Nishigaki . Metho
Eth__Maiz_2013/5_N,Ethiopia,7.66393,36.7934,1800,,4.859999999999999,1.6199999999999992,0.86,6.479999999999999,0.15082288973458366,"Kebede T, Dawud J, Bekere W, Ameye T. Response of maize and "
Eth__Maiz_2013/5_N,Ethiopia,7.66393,36.7934,1800,,5.28,2.16,0.8,7.44,0.2231435513142097,"Kebede T, Dawud J, Bekere W, Ameye T. Response of maize and "
