nue,region,year,yield_tha,soc_total
0.45,north_america,0,6.1656,53.54
0.45,north_america,1,5.3329,53.32
0.45,north_america,2,5.5357,53.2
0.45,north_america,3,5.5479,53.1
0.45,north_america,4,5.5402,53.0
0.45,north_america,5,5.5317,52.92
0.45,north_america,6,5.5242,52.84
0.45,north_america,7,5.5178,52.76
0.45,north_america,8,5.5122,52.69
0.45,north_america,9,5.5071,52.62
0.45,north_america,10,5.5025,52.56
0.45,north_america,11,5.4981,52.49
0.45,north_america,12,5.4941,52.43
0.45,north_america,13,5.4902,52.37
0.45,north_america,14,5.4865,52.32
0.45,north_america,15,5.4829,52.26
0.45,north_america,16,5.4795,52.21
0.45,north_america,17,5.4762,52.15
0.45,north_america,18,5.4729,52.1
0.45,north_america,19,5.4698,52.05
0.45,north_america,20,5.4667,52.01
0.45,north_america,21,5.4637,51.96
0.45,north_america,22,5.4608,51.91
0.45,north_america,23,5.458,51.87
0.45,north_america,24,5.4552,51.83
0.45,north_america,25,5.4525,51.78
0.45,north_america,26,5.4499,51.74
0.45,north_america,27,5.4473,51.7
0.45,north_america,28,5.4449,51.67
0.45,north_america,29,5.4424,51.63
0.45,north_america,30,5.4401,51.59
0.45,europe,0,5.4416,44.32
0.45,europe,1,4.8309,44.17
0.45,europe,2,4.9588,44.08
0.45,europe,3,4.9524,44.01
0.45,europe,4,4.9442,43.94
0.45,europe,5,4.9375,43.87
0.45,europe,6,4.9321,43.81
0.45,europe,7,4.9276,43.76
0.45,europe,8,4.9238,43.7
0.45,europe,9,4.9204,43.65
0.45,europe,10,4.9174,43.61
0.45,europe,11,4.9146,43.56
0.45,europe,12,4.912,43.51
0.45,europe,13,4.9096,43.47
0.45,europe,14,4.9073,43.43
0.45,europe,15,4.9051,43.39
0.45,europe,16,4.903,43.35
0.45,europe,17,4.9009,43.31
0.45,europe,18,4.8989,43.27
0.45,europe,19,4.897,43.24
0.45,europe,20,4.8951,43.2
0.45,europe,21,4.8933,43.17
0.45,europe,22,4.8915,43.14
0.45,europe,23,4.8898,43.11
0.45,europe,24,4.8881,43.07
0.45,europe,25,4.8865,43.04
0.45,europe,26,4.8849,43.02
0.45,europe,27,4.8833,42.99
0.45,europe,28,4.8818,42.96
0.45,europe,29,4.8803,42.93
0.45,europe,30,4.8789,42.91
0.45,east_asia,0,6.0865,35.7
0.45,east_asia,1,5.6414,35.63
0.45,east_asia,2,5.7659,35.58
0.45,east_asia,3,5.7834,35.55
0.45,east_asia,4,5.7848,35.52
0.45,east_asia,5,5.7834,35.5
0.45,east_asia,6,5.7816,35.47
0.45,east_asia,7,5.7799,35.45
0.45,east_asia,8,5.7782,35.43
0.45,east_asia,9,5.7766,35.41
0.45,east_asia,10,5.7752,35.39
0.45,east_asia,11,5.7738,35.37
0.45,east_asia,12,5.7724,35.35
0.45,east_asia,13,5.7711,35.33
0.45,east_asia,14,5.7699,35.31
0.45,east_asia,15,5.7687,35.3
0.45,east_asia,16,5.7675,35.28
0.45,east_asia,17,5.7664,35.26
0.45,east_asia,18,5.7653,35.25
0.45,east_asia,19,5.7642,35.23
0.45,east_asia,20,5.7632,35.22
0.45,east_asia,21,5.7622,35.2
0.45,east_asia,22,5.7612,35.19
0.45,east_asia,23,5.7602,35.18
0.45,east_asia,24,5.7593,35.16
0.45,east_asia,25,5.7584,35.15
0.45,east_asia,26,5.7575,35.14
0.45,east_asia,27,5.7566,35.12
0.45,east_asia,28,5.7558,35.11
0.45,east_asia,29,5.755,35.1
0.45,east_asia,30,5.7542,35.09
0.45,south_asia,0,3.5197,19.1
0.45,south_asia,1,2.875,18.96
0.45,south_asia,2,2.9417,18.85
0.45,south_asia,3,2.9353,18.76
0.45,south_asia,4,2.9238,18.68
0.45,south_asia,5,2.9139,18.61
0.45,south_asia,6,2.9058,18.54
0.45,south_asia,7,2.899,18.48
0.45,south_asia,8,2.8933,18.42
0.45,south_asia,9,2.8884,18.36
0.45,south_asia,10,2.884,18.31
0.45,south_asia,11,2.8801,18.26
0.45,south_asia,12,2.8765,18.21
0.45,south_asia,13,2.8732,18.16
0.45,south_asia,14,2.8702,18.12
0.45,south_asia,15,2.8673,18.07
0.45,south_asia,16,2.8645,18.03
0.45,south_asia,17,2.862,17.99
0.45,south_asia,18,2.8595,17.96
0.45,south_asia,19,2.8571,17.92
0.45,south_asia,20,2.8549,17.88
0.45,south_asia,21,2.8527,17.85
0.45,south_asia,22,2.8507,17.82
0.45,south_asia,23,2.8487,17.79
0.45,south_asia,24,2.8468,17.76
0.45,south_asia,25,2.8449,17.73
0.45,south_asia,26,2.8432,17.7
0.45,south_asia,27,2.8415,17.67
0.45,south_asia,28,2.8398,17.65
0.45,south_asia,29,2.8383,17.62
0.45,south_asia,30,2.8367,17.6
0.45,southeast_asia,0,4.7363,25.07
0.45,southeast_asia,1,3.8917,24.88
0.45,southeast_asia,2,4.0316,24.76
0.45,southeast_asia,3,4.0273,24.66
0.45,southeast_asia,4,4.0105,24.56
0.45,southeast_asia,5,3.9951,24.48
0.45,southeast_asia,6,3.9823,24.39
0.45,southeast_asia,7,3.9715,24.32
0.45,southeast_asia,8,3.9623,24.25
0.45,southeast_asia,9,3.9543,24.18
0.45,southeast_asia,10,3.9471,24.11
0.45,southeast_asia,11,3.9407,24.05
0.45,southeast_asia,12,3.9348,23.99
0.45,southeast_asia,13,3.9294,23.93
0.45,southeast_asia,14,3.9243,23.88
0.45,southeast_asia,15,3.9195,23.82
0.45,southeast_asia,16,3.915,23.77
0.45,southeast_asia,17,3.9108,23.72
0.45,southeast_asia,18,3.9067,23.67
0.45,southeast_asia,19,3.9028,23.63
0.45,southeast_asia,20,3.899,23.58
0.45,southeast_asia,21,3.8954,23.54
0.45,southeast_asia,22,3.892,23.5
0.45,southeast_asia,23,3.8886,23.46
0.45,southeast_asia,24,3.8854,23.42
0.45,southeast_asia,25,3.8824,23.39
0.45,southeast_asia,26,3.8794,23.35
0.45,southeast_asia,27,3.8765,23.32
0.45,southeast_asia,28,3.8738,23.28
0.45,southeast_asia,29,3.8711,23.25
0.45,southeast_asia,30,3.8686,23.22
0.45,latin_america,0,5.3149,36.91
0.45,latin_america,1,4.4449,36.66
0.45,latin_america,2,4.7103,36.53
0.45,latin_america,3,4.7168,36.42
0.45,latin_america,4,4.7028,36.32
0.45,latin_america,5,4.6893,36.22
0.45,latin_america,6,4.6777,36.14
0.45,latin_america,7,4.6679,36.05
0.45,latin_america,8,4.6594,35.97
0.45,latin_america,9,4.6519,35.9
0.45,latin_america,10,4.6452,35.82
0.45,latin_america,11,4.6391,35.75
0.45,latin_america,12,4.6335,35.69
0.45,latin_america,13,4.6283,35.62
0.45,latin_america,14,4.6234,35.56
0.45,latin_america,15,4.6188,35.5
0.45,latin_america,16,4.6145,35.44
0.45,latin_america,17,4.6103,35.39
0.45,latin_america,18,4.6063,35.34
0.45,latin_america,19,4.6024,35.28
0.45,latin_america,20,4.5988,35.23
0.45,latin_america,21,4.5952,35.19
0.45,latin_america,22,4.5918,35.14
0.45,latin_america,23,4.5885,35.09
0.45,latin_america,24,4.5853,35.05
0.45,latin_america,25,4.5822,35.01
0.45,latin_america,26,4.5792,34.97
0.45,latin_america,27,4.5763,34.93
0.45,latin_america,28,4.5736,34.89
0.45,latin_america,29,4.5709,34.85
0.45,latin_america,30,4.5683,34.82
0.45,sub_saharan_africa,0,1.9153,7.87
0.45,sub_saharan_africa,1,1.3068,7.77
0.45,sub_saharan_africa,2,1.4146,7.7
0.45,sub_saharan_africa,3,1.4073,7.65
0.45,sub_saharan_africa,4,1.3892,7.59
0.45,sub_saharan_africa,5,1.373,7.54
0.45,sub_saharan_africa,6,1.3595,7.49
0.45,sub_saharan_africa,7,1.3483,7.45
0.45,sub_saharan_africa,8,1.339,7.41
0.45,sub_saharan_africa,9,1.331,7.37
0.45,sub_saharan_africa,10,1.3241,7.33
0.45,sub_saharan_africa,11,1.3181,7.29
0.45,sub_saharan_africa,12,1.3128,7.26
0.45,sub_saharan_africa,13,1.3081,7.22
0.45,sub_saharan_africa,14,1.3037,7.19
0.45,sub_saharan_africa,15,1.2998,7.16
0.45,sub_saharan_africa,16,1.2961,7.13
0.45,sub_saharan_africa,17,1.2927,7.1
0.45,sub_saharan_africa,18,1.2895,7.07
0.45,sub_saharan_africa,19,1.2865,7.04
0.45,sub_saharan_africa,20,1.2837,7.02
0.45,sub_saharan_africa,21,1.281,6.99
0.45,sub_saharan_africa,22,1.2784,6.97
0.45,sub_saharan_africa,23,1.2759,6.94
0.45,sub_saharan_africa,24,1.2736,6.92
0.45,sub_saharan_africa,25,1.2714,6.9
0.45,sub_saharan_africa,26,1.2692,6.88
0.45,sub_saharan_africa,27,1.2671,6.86
0.45,sub_saharan_africa,28,1.2652,6.84
0.45,sub_saharan_africa,29,1.2633,6.82
0.45,sub_saharan_africa,30,1.2614,6.8
0.45,fsu_central_asia,0,3.4288,39.52
0.45,fsu_central_asia,1,2.5801,39.22
0.45,fsu_central_asia,2,2.7512,39.03
0.45,fsu_central_asia,3,2.7532,38.87
0.45,fsu_central_asia,4,2.7367,38.73
0.45,fsu_central_asia,5,2.7206,38.6
0.45,fsu_central_asia,6,2.7068,38.47
0.45,fsu_central_asia,7,2.6951,38.35
0.45,fsu_central_asia,8,2.685,38.24
0.45,fsu_central_asia,9,2.6761,38.13
0.45,fsu_central_asia,10,2.6681,38.02
0.45,fsu_central_asia,11,2.6608,37.92
0.45,fsu_central_asia,12,2.654,37.82
0.45,fsu_central_asia,13,2.6477,37.72
0.45,fsu_central_asia,14,2.6418,37.63
0.45,fsu_central_asia,15,2.6361,37.54
0.45,fsu_central_asia,16,2.6307,37.45
0.45,fsu_central_asia,17,2.6255,37.36
0.45,fsu_central_asia,18,2.6205,37.28
0.45,fsu_central_asia,19,2.6157,37.2
0.45,fsu_central_asia,20,2.611,37.12
0.45,fsu_central_asia,21,2.6065,37.04
0.45,fsu_central_asia,22,2.6021,36.96
0.45,fsu_central_asia,23,2.5978,36.89
0.45,fsu_central_asia,24,2.5937,36.82
0.45,fsu_central_asia,25,2.5897,36.75
0.45,fsu_central_asia,26,2.5857,36.68
0.45,fsu_central_asia,27,2.5819,36.61
0.45,fsu_central_asia,28,2.5782,36.55
0.45,fsu_central_asia,29,2.5746,36.49
0.45,fsu_central_asia,30,2.5711,36.42
0.55,north_america,0,5.8843,52.29
0.55,north_america,1,5.3893,52.16
0.55,north_america,2,5.4988,52.09
0.55,north_america,3,5.5008,52.02
0.55,north_america,4,5.4953,51.97
0.55,north_america,5,5.4902,51.91
0.55,north_america,6,5.4859,51.86
0.55,north_america,7,5.4823,51.81
0.55,north_america,8,5.4791,51.77
0.55,north_america,9,5.4763,51.73
0.55,north_america,10,5.4737,51.69
0.55,north_america,11,5.4713,51.65
0.55,north_america,12,5.4691,51.61
0.55,north_america,13,5.467,51.57
0.55,north_america,14,5.4649,51.54
0.55,north_america,15,5.463,51.5
0.55,north_america,16,5.4611,51.47
0.55,north_america,17,5.4592,51.44
0.55,north_america,18,5.4574,51.4
0.55,north_america,19,5.4557,51.37
0.55,north_america,20,5.454,51.34
0.55,north_america,21,5.4523,51.32
0.55,north_america,22,5.4507,51.29
0.55,north_america,23,5.4491,51.26
0.55,north_america,24,5.4476,51.23
0.55,north_america,25,5.4461,51.21
0.55,north_america,26,5.4446,51.18
0.55,north_america,27,5.4432,51.16
0.55,north_america,28,5.4418,51.13
0.55,north_america,29,5.4404,51.11
0.55,north_america,30,5.4391,51.09
0.55,europe,0,5.279,43.67
0.55,europe,1,4.8937,43.58
0.55,europe,2,4.9372,43.51
0.55,europe,3,4.9296,43.45
0.55,europe,4,4.9235,43.4
0.55,europe,5,4.9188,43.36
0.55,europe,6,4.915,43.31
0.55,europe,7,4.9119,43.27
0.55,europe,8,4.9092,43.23
0.55,europe,9,4.9069,43.2
0.55,europe,10,4.9049,43.16
0.55,europe,11,4.903,43.13
0.55,europe,12,4.9013,43.1
0.55,europe,13,4.8997,43.07
0.55,europe,14,4.8981,43.04
0.55,europe,15,4.8967,43.01
0.55,europe,16,4.8952,42.98
0.55,europe,17,4.8939,42.95
0.55,europe,18,4.8926,42.92
0.55,europe,19,4.8913,42.9
0.55,europe,20,4.89,42.87
0.55,europe,21,4.8888,42.85
0.55,europe,22,4.8876,42.83
0.55,europe,23,4.8865,42.8
0.55,europe,24,4.8854,42.78
0.55,europe,25,4.8843,42.76
0.55,europe,26,4.8832,42.74
0.55,europe,27,4.8822,42.72
0.55,europe,28,4.8811,42.7
0.55,europe,29,4.8802,42.68
0.55,europe,30,4.8792,42.66
0.55,east_asia,0,6.0482,35.6
0.55,east_asia,1,5.7377,35.55
0.55,east_asia,2,5.7943,35.51
0.55,east_asia,3,5.7991,35.48
0.55,east_asia,4,5.7979,35.46
0.55,east_asia,5,5.7961,35.44
0.55,east_asia,6,5.7944,35.42
0.55,east_asia,7,5.7928,35.4
0.55,east_asia,8,5.7914,35.38
0.55,east_asia,9,5.7901,35.36
0.55,east_asia,10,5.7888,35.34
0.55,east_asia,11,5.7876,35.32
0.55,east_asia,12,5.7865,35.31
0.55,east_asia,13,5.7854,35.29
0.55,east_asia,14,5.7844,35.28
0.55,east_asia,15,5.7833,35.26
0.55,east_asia,16,5.7823,35.25
0.55,east_asia,17,5.7814,35.23
0.55,east_asia,18,5.7805,35.22
0.55,east_asia,19,5.7795,35.21
0.55,east_asia,20,5.7787,35.19
0.55,east_asia,21,5.7778,35.18
0.55,east_asia,22,5.777,35.17
0.55,east_asia,23,5.7762,35.16
0.55,east_asia,24,5.7754,35.15
0.55,east_asia,25,5.7746,35.14
0.55,east_asia,26,5.7739,35.13
0.55,east_asia,27,5.7731,35.12
0.55,east_asia,28,5.7724,35.1
0.55,east_asia,29,5.7717,35.09
0.55,east_asia,30,5.7711,35.09
0.55,south_asia,0,3.3833,18.36
0.55,south_asia,1,2.926,18.26
0.55,south_asia,2,2.939,18.18
0.55,south_asia,3,2.9288,18.11
0.55,south_asia,4,2.9194,18.04
0.55,south_asia,5,2.9118,17.98
0.55,south_asia,6,2.9057,17.93
0.55,south_asia,7,2.9006,17.88
0.55,south_asia,8,2.8963,17.83
