scenario,region,year,cap_binding,y_realized_pct,y_demand_pct,y_supply_pct,solver_residual_pp,realized_minus_econ_pp,elasticity_lag_pp,price_index_reported,price_index_on_realized,price_index_error_pp,eta,clearing_residual
S3,north_america,18,0,-1.2528844743261214,-1.5027833057808415,-1.5027833057808415,0.0,0.24989883145472014,0.0015069557737071304,1.051768448116977,1.042922263568194,0.8846184548782832,-0.3,0.0
S3,north_america,19,0,-1.2538464647011027,-1.5049913956875494,-1.5049913956875494,0.0,0.25114493098644664,0.0014263798157457264,1.0518470463481493,1.0429561313036806,0.8890915044468706,-0.3,0.0
S3,north_america,20,0,-1.2547672739503857,-1.5070853798415773,-1.5070853798415773,0.0,0.25231810589119164,0.001357089647327503,1.0519215899735386,1.0429885505599121,0.8933039413626442,-0.3,0.0
S3,north_america,21,0,-1.255650849352652,-1.5090804961892634,-1.5090804961892634,0.0,0.2534296468366115,0.0012961056555474415,1.051992620398488,1.0430196601426094,0.897296025587857,-0.3,0.0
S3,north_america,22,0,-1.2565002348198129,-1.5109880146877752,-1.5109880146877752,0.0,0.25448777986796234,0.0012413428509203128,1.0520605379826102,1.0430495670777231,0.9010970904887117,-0.3,0.0
S3,north_america,23,0,-1.2573178364918225,-1.5128164262156463,-1.5128164262156463,0.0,0.2554985897238238,0.0011913378284461595,1.0521256442976217,1.043078355955695,0.9047288341926585,-0.3,0.0
S3,north_america,24,0,-1.2581056074937536,-1.51457226887175,-1.51457226887175,0.0,0.25646666137799645,0.0011450592231884715,1.0521881715010084,1.0431060954319291,0.9082076069079292,-0.3,0.0
S3,north_america,25,0,-1.2588651765585324,-1.5162607024754582,-1.5162607024754582,0.0,0.2573955259169258,0.001101776120795983,1.0522483027610214,1.043132842752368,0.9115460008653375,-0.3,0.0
S3,north_america,26,0,-1.2595979376662014,-1.51788590821349,-1.51788590821349,0.0,0.25828797054728847,0.0010609666960467723,1.0523061864664498,1.0431586469074792,0.914753955897063,-0.3,0.0
S3,north_america,27,0,-1.2603051126073073,-1.5194513668601917,-1.5194513668601917,0.0,0.2591462542528844,0.001022254776279763,1.052361946119579,1.0431835508335547,0.9178395286024266,-0.3,0.0
S3,north_america,28,0,-1.2609877947369008,-1.520960052667275,-1.520960052667275,0.0,0.25997225793037426,0.000985365788266912,1.0524156872307169,1.043207592952156,0.9208094278560841,-0.3,0.0
S3,north_america,29,0,-1.2616469796596141,-1.5224145686795643,-1.5224145686795643,0.0,0.2607675890199501,0.0009500961613465031,1.0524675021298346,1.0432308082496766,0.923669388015802,-0.3,0.0
S3,north_america,30,0,-1.2622835868312587,-1.5238172413601814,-1.5238172413601814,0.0,0.26153365452892263,0.0009162920712874056,1.0525174733311105,1.043253229037259,0.9264244293851531,-0.3,0.0
S3,europe,1,0,-1.9140524225942368,-2.890399542532751,-2.890399542532751,0.0,0.9763471199385143,1.7735455497582735,1.0874112149246504,1.056770288021778,3.0640926902872456,-0.35,0.0
S3,europe,2,0,-2.8305936715488866,-2.853909246623365,-2.853909246623365,0.0,0.023315575074478456,0.7736248825595649,1.0862446032162543,1.0855000780176887,0.07445251985656043,-0.35,0.0
S3,europe,3,0,-2.862910942732233,-2.9984290107213263,-2.9984290107213263,0.0,0.13551806798909327,0.039657524315500625,1.0908748989370765,1.0865322345670472,0.4342664370029281,-0.35,0.0
S3,europe,4,0,-2.8959331843374736,-3.0842605462277684,-3.0842605462277684,0.0,0.18832736189029475,0.03326884240410777,1.093637489777137,1.087588275703008,0.6049214074129061,-0.35,0.0
S3,europe,5,0,-2.920137440653503,-3.146204675207953,-3.146204675207953,0.0,0.2260672345544501,0.024128107827786627,1.0956371064133599,1.088363200582277,0.7273905831082894,-0.35,0.0
S3,europe,6,0,-2.9380169882167517,-3.1913489136182305,-3.1913489136182305,0.0,0.25333192540147875,0.01761135742439912,1.0970975167243058,1.088936111968136,0.8161404756169777,-0.35,0.0
S3,europe,7,0,-2.9514554862407283,-3.224719933578557,-3.224719933578557,0.0,0.27326444733782873,0.013054332592021822,1.0981787546826887,1.0893669875690026,0.8811767113686031,-0.35,0.0
S3,europe,8,0,-2.961764686400148,-3.249827213786982,-3.249827213786982,0.0,0.28806252738683424,0.009857109062830216,1.09899319180484,1.0896976852046625,0.9295506600177417,-0.35,0.0
S3,europe,9,0,-2.9698607903646757,-3.269116606182998,-3.269116606182998,0.0,0.2992558158183223,0.007606045879876566,1.0996194605910414,1.089957486345747,0.9661974245294358,-0.35,0.0
S3,europe,10,0,-2.976383625203549,-3.284293021970086,-3.284293021970086,0.0,0.30790939676653695,0.006013800343426801,1.1001125320420082,1.090166862659698,0.9945669382310118,-0.35,0.0
S3,europe,11,0,-2.9817801083005024,-3.2965453507590725,-3.2965453507590725,0.0,0.31476524245857007,0.00488064354031148,1.1005108196685984,1.0903401252819374,1.0170694386661072,-0.35,0.0
S3,europe,12,0,-2.98636260456393,-3.3067031742979314,-3.3067031742979314,0.0,0.32034056973400116,0.0040676932419575484,1.1008411686196702,1.0904872827579597,1.0353885861710488,-0.35,0.0
