country_id,iso3,ne_name,n_pixels_cropland,cropped_ha_total,soc_stock_cwm_t_ha,n_stock_cwm_t_ha,buffer_proxy_cwm_t_ha,c_to_n_ratio_cwm,n_pixels,soc_stock_median_allland_t_ha,n_stock_median_allland_t_ha,c_to_n_ratio_median_allland,n_stock_mean_allland_t_ha,enough_pixels,buffer_proxy_t_ha
96,MAR,Morocco,8274,5911191.365625783,36.47097858714338,5.869281684986649,5.869281684986649,6.213874294095384,22830,16.0,5.1221247,3.1237037,5.176834840404558,True,5.869281684986649
8,UZB,Uzbekistan,6937,3949001.9097443195,36.299550283879064,5.857398212969289,5.857398212969289,6.197214012785677,16941,25.0,5.49435,4.550129,6.023564515749766,True,5.857398212969289
217,DZA,Algeria,7606,3053480.3038186245,37.57076146580368,5.848420465503982,5.848420465503982,6.424086928668877,92808,17.0,3.6759,4.6247177,3.8086804726451926,True,5.848420465503982
123,KEN,Kenya,19890,3962086.7570876786,42.3048076734957,5.545021389751564,5.545021389751564,7.629331737418439,23281,32.0,4.3429,7.3683486,4.9859256004155075,True,5.545021389751564
140,GNB,Guinea-Bissau,1105,341314.9096713066,39.25160206493119,5.524785976043019,5.524785976043019,7.10463757965229,1144,38.0,5.432825,6.994519,5.427637521110287,True,5.524785976043019
42,SYR,Syria,3432,3833911.83328962,31.92970399823577,5.47861250605344,5.47861250605344,5.828063941911558,7330,21.0,3.46955,6.052658,4.0005455880471,True,5.47861250605344
176,COD,Democratic Republic of the Congo,43083,6134136.809889917,44.90828936404368,5.34822957028757,5.34822957028757,8.39685147652123,91838,43.0,5.23075,8.220618,5.553206642575485,True,5.34822957028757
114,LBY,Libya,3561,594988.1652703538,31.10287307946355,5.320804082347216,5.320804082347216,5.845521202829714,64971,18.0,3.5823002,5.0247045,3.7317431029929495,True,5.320804082347216
31,TKM,Turkmenistan,6127,1490944.7816235146,30.609486860294094,5.306456260295281,5.306456260295281,5.768348095003578,18449,25.0,4.9256496,5.075473,5.369674015703249,True,5.306456260295281
45,SWZ,eSwatini,663,171730.11610126495,48.900433659044545,5.248397085394351,5.248397085394351,9.317213020167337,681,49.0,5.20045,9.422261,5.262560794898239,True,5.248397085394351
134,IND,India,117387,138480835.5761258,35.716551648029544,5.216460043479594,5.216460043479594,6.846894512816997,121651,36.0,4.9881997,7.2170324,6.215152677637999,True,5.216460043479594
38,THA,Thailand,19543,14772485.944981072,45.33379513273772,5.1135015487911515,5.1135015487911515,8.865509221064924,20017,47.0,5.438025,8.642843,5.971804411329743,True,5.1135015487911515
51,ZAF,South Africa,40667,6499374.478504125,36.322879562211085,4.515909441324311,4.515909441324311,8.043314427394549,48348,29.0,3.661675,7.9198728,3.9795556067973727,True,4.515909441324311
184,TCD,Chad,20647,1927999.8987366415,25.73492249026199,4.511480309089065,4.511480309089065,5.704318921311717,50771,22.0,3.6257,6.067794,3.7611001962534263,True,4.511480309089065
200,BEN,Benin,4540,1409050.0241246559,31.370745829880086,4.455186503936873,4.455186503936873,7.041399008135572,4640,28.0,3.8249,7.320453,4.125670471765511,True,4.455186503936873
108,MWI,Malawi,3684,1518706.7858798984,36.58797509425345,4.445323555915984,4.445323555915984,8.230666369731617,3857,33.0,4.1345005,7.981617,4.303604216144874,True,4.445323555915984
39,TZA,United Republic of Tanzania,31534,4986514.195644183,40.23047909726388,4.420992528917475,4.420992528917475,9.099874933992417,35246,35.0,3.9537497,8.852356,4.206085923497327,True,4.420992528917475
125,JOR,Jordan,940,113118.05429750402,30.862088749183794,4.332540307112823,4.332540307112823,7.1233240919921395,3509,18.0,2.1977,8.190381,2.6223394592591687,True,4.332540307112823
95,MOZ,Mozambique,27324,3312610.7852745354,36.25870846710393,4.272785403577114,4.272785403577114,8.485965252724526,30952,33.0,4.084925,8.078484,4.2178353774641355,True,4.272785403577114
52,SOM,Somalia,8662,494839.5159144376,34.15861551532142,4.231972701963488,4.231972701963488,8.071558566404034,18945,33.0,4.2760496,7.7174034,4.830807649966108,True,4.231972701963488
84,NGA,Nigeria,34761,34718425.986402646,30.145847323566993,4.185050908552492,4.185050908552492,7.203221175150223,35826,27.0,3.3724248,8.006108,4.018903647092079,True,4.185050908552492
131,IRQ,Iraq,7640,2220440.477023957,28.813925186580814,4.120521461946601,4.120521461946601,6.992786095808526,17188,21.0,2.6913,7.802921,3.706480352131861,True,4.120521461946601
210,AUS,Australia,120861,17833789.894767363,35.13390630150887,4.099865020651884,4.099865020651884,8.56952756359831,303926,26.0,2.1977,11.83055,2.8598110708158213,True,4.099865020651884
80,PAK,Pakistan,25577,13089482.790999092,24.77016807232156,4.082065441260263,4.082065441260263,6.06804776375026,33868,20.0,3.2573998,6.1398664,4.156017897313957,True,4.082065441260263
148,GMB,Gambia,344,186659.9884338379,26.85968745711248,3.967789592522982,3.967789592522982,6.76943341646131,369,26.0,3.4981499,7.4325004,3.8808857157610466,True,3.967789592522982
61,SAU,Saudi Arabia,8708,1117735.5061643533,21.088308169382064,3.7558468047793756,3.7558468047793756,5.614794549806145,76861,15.0,2.9823,5.029675,3.0881041414756996,True,3.7558468047793756
47,SDN,Sudan,28218,8220659.2725403,25.0211774408471,3.712341033941667,3.712341033941667,6.739999696170226,74510,19.0,3.3381,5.6918607,3.5858821530163913,True,3.712341033941667
2,ZMB,Zambia,27691,1121374.7108858451,35.20136179692804,3.659796464556352,3.659796464556352,9.618393300785709,29673,35.0,3.5144,9.959025,3.708902217690934,True,3.659796464556352
1,ZWE,Zimbabwe,14424,2173862.2755815694,32.21110132964067,3.6512888763969444,3.6512888763969444,8.821844126840565,15420,32.0,3.357375,9.531256,3.477144172278278,True,3.6512888763969444
206,BHR,Bahrain,8,228.2363563720137,16.94402836055668,3.6423440840326533,3.6423440840326533,4.65195708303235,12,12.5,3.2156496,3.8872395,3.24197769165039,True,3.6423440840326533
81,OMN,Oman,2040,56258.52659984047,18.41732034967726,3.3830375803702477,3.3830375803702477,5.4440188476007485,12412,17.0,2.954325,5.754276,3.337558056935584,True,3.3830375803702477
215,AGO,Angola,44559,2373663.390248458,31.178689535889422,3.1968293764437172,3.1968293764437172,9.753003949986804,49751,29.0,2.91055,9.963752,3.114350518478544,True,3.1968293764437172
60,SEN,Senegal,7340,1551705.3328437535,22.628292432572096,3.045167293576875,3.045167293576875,7.430886467322044,7692,22.0,2.620275,8.396065,2.8828315330740018,True,3.045167293576875
28,ARE,United Arab Emirates,1127,175422.16923620913,15.631062430172546,2.77101540704464,2.77101540704464,5.640915019972221,2672,14.0,2.284,6.129597,2.399858047330547,True,2.77101540704464
94,NAM,Namibia,17540,191489.43304694086,21.818465291452707,2.7131150221401863,2.7131150221401863,8.041850460966321,32776,18.0,2.6806498,6.71479,2.988533494743787,True,2.7131150221401863
105,MLI,Mali,19987,2289108.864165729,24.296615378069852,2.6994161573387796,2.6994161573387796,9.000692728320438,50240,20.0,2.35095,8.507199,2.7787238373253125,True,2.6994161573387796
192,BFA,Burkina Faso,10715,3272074.1929124957,25.87812356345835,2.6719333075903102,2.6719333075903102,9.685168222554402,10911,28.0,2.7505,10.179968,2.8453634616522367,True,2.6719333075903102
196,BWA,Botswana,16857,164866.42453143795,20.94206458745633,2.648024892814998,2.648024892814998,7.908560317646315,23065,19.0,2.6255999,7.2364416,2.7470217862508424,True,2.648024892814998
121,KWT,Kuwait,118,5413.774540803337,17.385959597308698,2.6307625359864253,2.6307625359864253,6.608714910405129,671,16.0,2.1893501,7.3081045,2.305240262474487,True,2.6307625359864253
71,QAT,Qatar,227,5678.257112457537,13.383246153587244,2.217695176637695,2.217695176637695,6.034754593224994,406,12.0,1.97385,6.079489,2.1483140403462437,True,2.217695176637695
85,NER,Niger,12731,10255489.360063778,22.31855117609984,2.039975638318538,2.039975638318538,10.940596915410245,47483,19.0,2.5310998,7.5066185,2.7860904309886916,True,2.039975638318538
103,MRT,Mauritania,6392,184937.96006673021,19.78347405465087,1.8403869313567476,1.8403869313567476,10.749627547108444,41552,17.0,2.1855001,7.7785397,3.0540688792691273,True,1.8403869313567476
6,VAT,Vatican,0,0.0,,,,,0,,,,,False,
10,FSM,Federated States of Micronesia,0,0.0,,,,,12,87.0,11.7387,7.411383,11.228012243906656,False,
11,MHL,Marshall Islands,0,0.0,,,,,0,,,,,False,
15,ASM,American Samoa,0,0.0,,,,,1,77.0,11.149876,6.9059067,11.14987564086914,False,
18,SHN,Saint Helena,0,0.0,,,,,2,22.0,9.701849,2.267609,9.701849460601808,False,
19,PCN,Pitcairn Islands,0,0.0,,,,,1,69.0,,,,False,
20,AIA,Anguilla,0,0.0,,,,,1,70.0,25.951897,2.697298,25.95189666748047,False,
21,FLK,Falkland Islands,0,0.0,,,,,346,78.0,10.865749,7.17852,11.421112713513072,False,
23,BMU,Bermuda,0,0.0,,,,,0,,,,,False,
24,VGB,British Virgin Islands,0,0.0,,,,,2,69.5,,,,False,
25,TCA,Turks and Caicos Islands,0,0.0,,,,,6,64.0,23.458199,2.7282572,23.105970001220705,False,
35,TON,Tonga,0,0.0,,,,,9,62.0,15.761749,3.9335735,15.9653058052063,False,
64,WSM,Samoa,0,0.0,,,,,102,70.0,11.8356,5.91436,11.850904903026542,False,
79,PLW,Palau,0,0.0,,,,,6,59.5,9.626301,6.1809826,9.213466882705688,False,
88,NIU,Niue,0,0.0,,,,,7,59.0,15.229725,3.874003,15.44327461719513,False,
89,COK,Cook Islands,0,0.0,,,,,1,67.0,,,,False,
91,ABW,Aruba,0,0.0,,,,,5,36.0,7.4701996,4.8191485,8.180132865905762,False,
93,NRU,Nauru,0,0.0,,,,,0,,,,,False,
106,MDV,Maldives,0,0.0,,,,,0,,,,,False,
122,KIR,Kiribati,0,0.0,,,,,7,64.0,16.671349,3.8389215,16.55071210861206,False,
135,ISL,Iceland,0,0.0,,,,,3301,105.0,12.501801,8.39879,15.42508888517975,False,
151,SPM,Saint Pierre and Miquelon,0,0.0,,,,,5,69.0,10.4535,6.6006603,10.695409774780272,False,
152,WLF,Wallis and Futuna,0,0.0,,,,,1,68.0,,,,False,
153,PYF,French Polynesia,0,0.0,,,,,52,67.5,12.197299,5.534012,12.362085169011896,False,
167,GRL,Greenland,0,0.0,,,,,14761,91.0,16.893675,5.3866315,17.164041439069678,False,
181,MAC,Macao S.A.R,0,0.0,,,,,0,,,,,False,
211,NFK,Norfolk Island,0,0.0,,,,,0,,,,,False,
220,TUV,Tuvalu,0,0.0,,,,,0,,,,,False,
